title,desc,link,pubDate,source,text,label
"Logo 50 năm thành lập Tuổi Trẻ có mặt ở các tòa nhà tại Hà Nội, TP.HCM, Đà Nẵng","Logo sẽ xuất hiện ở khoảng 5.000 màn hình LCD trong thang máy của các tòa nhà, chung cư tại Hà Nội, TP.HCM và Đà Nẵng.",https://tuoitre.vn/logo-50-nam-thanh-lap-tuoi-tre-co-mat-o-cac-toa-nha-tai-ha-noi-tp-hcm-da-nang-20250828075913939.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Logo 50 năm thành lập Tuổi Trẻ có mặt ở các tòa nhà tại Hà Nội, TP.HCM, Đà Nẵng Logo sẽ xuất hiện ở khoảng 5.000 màn hình LCD trong thang máy của các tòa nhà, chung cư tại Hà Nội, TP.HCM và Đà Nẵng.",REAL
Triển lãm Thành tựu đất nước: Nhìn lại chặng đường lịch sử vẻ vang của dân tộc,"Theo Bộ Văn hóa, Thể thao và Du lịch, triển lãm Thành tựu đất nước không chỉ là một sự kiện văn hóa - chính trị mang tầm quốc gia mà còn là dịp đặc biệt để cùng nhìn lại chặng đường lịch sử vẻ vang của dân tộc.",https://tuoitre.vn/trien-lam-thanh-tuu-dat-nuoc-nhin-lai-chang-duong-lich-su-ve-vang-cua-dan-toc-20250827212100719.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Triển lãm Thành tựu đất nước: Nhìn lại chặng đường lịch sử vẻ vang của dân tộc Theo Bộ Văn hóa, Thể thao và Du lịch, triển lãm Thành tựu đất nước không chỉ là một sự kiện văn hóa - chính trị mang tầm quốc gia mà còn là dịp đặc biệt để cùng nhìn lại chặng đường lịch sử vẻ vang của dân tộc.",REAL
"Hoa hậu, nam vương, người nổi tiếng chia sẻ tình yêu đất nước, lòng tự hào dân tộc qua Tuổi Trẻ","Hoa hậu Thu Uyên, á hậu Giang Thái, á vương Vũ Linh, Quốc Trí, Phùng Phước Thịnh, MC Thu Hà chia sẻ thông điệp yêu nước nhân 80 năm Cách mạng Tháng Tám thành công và Quốc khánh 2-9.",https://tuoitre.vn/hoa-hau-nam-vuong-nguoi-noi-tieng-chia-se-tinh-yeu-dat-nuoc-long-tu-hao-dan-toc-qua-tuoi-tre-2025082716382951.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Hoa hậu, nam vương, người nổi tiếng chia sẻ tình yêu đất nước, lòng tự hào dân tộc qua Tuổi Trẻ Hoa hậu Thu Uyên, á hậu Giang Thái, á vương Vũ Linh, Quốc Trí, Phùng Phước Thịnh, MC Thu Hà chia sẻ thông điệp yêu nước nhân 80 năm Cách mạng Tháng Tám thành công và Quốc khánh 2-9.",REAL
Quốc kỳ Việt Nam lần đầu xuất hiện trên vật phẩm bưu chính thế giới do nước nào phát hành?,Hình ảnh Quốc kỳ Việt Nam lần đầu xuất hiện trên vật phẩm bưu chính thế giới do Ba Lan phát hành năm 1955. Còn Liên Xô phát hành tem kỷ niệm hình ảnh Quốc kỳ Việt Nam vào năm 1965.,https://tuoitre.vn/quoc-ky-viet-nam-lan-dau-xuat-hien-tren-vat-pham-buu-chinh-the-gioi-do-nuoc-nao-phat-hanh-20250827153933759.htm,,https://tuoitre.vn/rss/van-hoa.rss,Quốc kỳ Việt Nam lần đầu xuất hiện trên vật phẩm bưu chính thế giới do nước nào phát hành? Hình ảnh Quốc kỳ Việt Nam lần đầu xuất hiện trên vật phẩm bưu chính thế giới do Ba Lan phát hành năm 1955. Còn Liên Xô phát hành tem kỷ niệm hình ảnh Quốc kỳ Việt Nam vào năm 1965.,REAL
Mộ của người dân ở Huế bị cắm cọc thô bạo,"Người dân ở TP Huế bày tỏ sự bức xúc khi mộ của người thân họ bỗng dưng bị cắm cọc tiêu bằng gỗ lên trên một cách thô bạo, chưa có sự xin phép để phục vụ một dự án bảo tồn di tích.",https://tuoitre.vn/mo-cua-nguoi-dan-o-hue-bi-cam-coc-tho-bao-20250827145432061.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Mộ của người dân ở Huế bị cắm cọc thô bạo Người dân ở TP Huế bày tỏ sự bức xúc khi mộ của người thân họ bỗng dưng bị cắm cọc tiêu bằng gỗ lên trên một cách thô bạo, chưa có sự xin phép để phục vụ một dự án bảo tồn di tích.",REAL
"VTV thông báo việc tiếp sóng truyền hình trực tiếp diễu binh, diễu hành 2-9 và chia sẻ trên mạng","VTV thông báo việc tiếp sóng truyền hình trực tiếp và chia sẻ trên mạng lễ diễu binh, diễu hành kỷ niệm 80 năm Quốc khánh 2-9.",https://tuoitre.vn/vtv-thong-bao-viec-tiep-song-truyen-hinh-truc-tiep-dieu-binh-dieu-hanh-2-9-va-chia-se-tren-mang-20250827133143781.htm,,https://tuoitre.vn/rss/van-hoa.rss,"VTV thông báo việc tiếp sóng truyền hình trực tiếp diễu binh, diễu hành 2-9 và chia sẻ trên mạng VTV thông báo việc tiếp sóng truyền hình trực tiếp và chia sẻ trên mạng lễ diễu binh, diễu hành kỷ niệm 80 năm Quốc khánh 2-9.",REAL
"Sau bão, dân Quảng Trị đổ ra đồng bắt cá","Sau bão số 5, nhiều cánh đồng ở Quảng Trị vẫn ngập mênh mông trong nước, người dân đổ ra đồng thả lưới, dùng vợt, rổ… bắt được vô số cá, tôm.",https://tuoitre.vn/sau-bao-dan-quang-tri-do-ra-dong-bat-ca-20250827093933299.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Sau bão, dân Quảng Trị đổ ra đồng bắt cá Sau bão số 5, nhiều cánh đồng ở Quảng Trị vẫn ngập mênh mông trong nước, người dân đổ ra đồng thả lưới, dùng vợt, rổ… bắt được vô số cá, tôm.",REAL
Thưởng lãm gốm Cây Mai Sài Gòn ở Cần Thơ,"Các hiện vật gốm Nam Bộ xưa như đồ thờ, tượng thờ, gốm trang trí… được trưng bày tại Bảo tàng TP Cần Thơ từ nay đến ngày 1-12.",https://tuoitre.vn/thuong-lam-gom-cay-mai-sai-gon-o-can-tho-20250827101026533.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Thưởng lãm gốm Cây Mai Sài Gòn ở Cần Thơ Các hiện vật gốm Nam Bộ xưa như đồ thờ, tượng thờ, gốm trang trí… được trưng bày tại Bảo tàng TP Cần Thơ từ nay đến ngày 1-12.",REAL
Hoàng Thùy Linh cùng Đen Vâu và nhiều nghệ sĩ viếng lăng Bác,Hoàng Thùy Linh và Đen Vâu là hai trong số những nghệ sĩ tham gia chuyến thăm Nhà sàn Bác Hồ hôm 26-8. Bức ảnh của cả hai được khen đẹp đôi.,https://tuoitre.vn/hoang-thuy-linh-cung-den-vau-va-nhieu-nghe-si-vieng-lang-bac-2025082709365772.htm,,https://tuoitre.vn/rss/van-hoa.rss,Hoàng Thùy Linh cùng Đen Vâu và nhiều nghệ sĩ viếng lăng Bác Hoàng Thùy Linh và Đen Vâu là hai trong số những nghệ sĩ tham gia chuyến thăm Nhà sàn Bác Hồ hôm 26-8. Bức ảnh của cả hai được khen đẹp đôi.,REAL
Nhà quay phim của Harry Potter và bảo bối tử thần qua đời,"Nhà quay phim Eduardo Serra, người đứng sau hai phần phim huyền thoại Harry Potter và bảo bối tử thần, qua đời ngày 19-8, hưởng thọ 81 tuổi.",https://tuoitre.vn/nha-quay-phim-cua-harry-potter-va-bao-boi-tu-than-qua-doi-20250827092950279.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Nhà quay phim của Harry Potter và bảo bối tử thần qua đời Nhà quay phim Eduardo Serra, người đứng sau hai phần phim huyền thoại Harry Potter và bảo bối tử thần, qua đời ngày 19-8, hưởng thọ 81 tuổi.",REAL
Thủ tướng Phạm Minh Chính sẽ dự khai mạc Triển lãm Thành tựu đất nước,"8h30 sáng mai 28-8, Triển lãm Thành tựu đất nước sẽ chính thức khai mạc tại Trung tâm Hội chợ Triển lãm quốc gia (Đông Anh, Hà Nội). Thủ tướng Phạm Minh Chính sẽ dự và có diễn văn khai mạc triển lãm.",https://tuoitre.vn/thu-tuong-pham-minh-chinh-se-du-khai-mac-trien-lam-thanh-tuu-dat-nuoc-20250827074648539.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Thủ tướng Phạm Minh Chính sẽ dự khai mạc Triển lãm Thành tựu đất nước 8h30 sáng mai 28-8, Triển lãm Thành tựu đất nước sẽ chính thức khai mạc tại Trung tâm Hội chợ Triển lãm quốc gia (Đông Anh, Hà Nội). Thủ tướng Phạm Minh Chính sẽ dự và có diễn văn khai mạc triển lãm.",REAL
Mục tiêu số bản sách trên đầu người bị chậm 14 năm,"Năm 2024, số bản sách trên đầu người mới đạt gần 6 bản sách/người năm, là con số mà chỉ thị 42 về nâng cao chất lượng toàn diện của hoạt động xuất bản đặt mục tiêu tới năm 2010. Như vậy ngành xuất bản đã bị chậm với mục tiêu 14 năm.",https://tuoitre.vn/muc-tieu-so-ban-sach-tren-dau-nguoi-bi-cham-14-nam-20250826223326459.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Mục tiêu số bản sách trên đầu người bị chậm 14 năm Năm 2024, số bản sách trên đầu người mới đạt gần 6 bản sách/người năm, là con số mà chỉ thị 42 về nâng cao chất lượng toàn diện của hoạt động xuất bản đặt mục tiêu tới năm 2010. Như vậy ngành xuất bản đã bị chậm với mục tiêu 14 năm.",REAL
Vẻ đẹp mảnh đất miền Trung qua góc nhìn của nghệ sĩ trẻ,"Vẻ đẹp mảnh đất miền Trung được các nghệ sĩ trẻ đến từ TP Đà Nẵng và Huế khắc họa, giới thiệu đến công chúng qua triển lãm “Mỹ thuật trẻ - Đà Nẵng 2025”.",https://tuoitre.vn/ve-dep-manh-dat-mien-trung-qua-goc-nhin-cua-nghe-si-tre-20250826194742769.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Vẻ đẹp mảnh đất miền Trung qua góc nhìn của nghệ sĩ trẻ Vẻ đẹp mảnh đất miền Trung được các nghệ sĩ trẻ đến từ TP Đà Nẵng và Huế khắc họa, giới thiệu đến công chúng qua triển lãm “Mỹ thuật trẻ - Đà Nẵng 2025”.",REAL
"Tây Ninh mở hội chợ mừng Quốc khánh 2-9, Núi Bà Đen sẵn sàng đón hơn 15.000 khách đến 'chợ lá'",Tây Ninh bắt đầu chuỗi sự kiện mừng Quốc khánh 2-9 với việc khai mạc hội chợ triển lãm tại phường Long An. Khu du lịch Núi Bà Đen cũng đã lên nhiều chương trình chuẩn bị đón du khách đến chơi lễ.,https://tuoitre.vn/tay-ninh-mo-hoi-cho-mung-quoc-khanh-2-9-nui-ba-den-san-sang-don-hon-15-000-khach-den-cho-la-20250826184515836.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Tây Ninh mở hội chợ mừng Quốc khánh 2-9, Núi Bà Đen sẵn sàng đón hơn 15.000 khách đến 'chợ lá' Tây Ninh bắt đầu chuỗi sự kiện mừng Quốc khánh 2-9 với việc khai mạc hội chợ triển lãm tại phường Long An. Khu du lịch Núi Bà Đen cũng đã lên nhiều chương trình chuẩn bị đón du khách đến chơi lễ.",REAL
Có gì đặc biệt ở bộ tem kỷ niệm 80 năm Quốc khánh 2-9?,"Mẫu tem thể hiện hình tượng Chủ tịch Hồ Chí Minh, người khai sinh ra nước Việt Nam Dân chủ cộng hòa, được khắc họa bằng phong cách nghệ thuật đồ họa hiện đại, vừa trang nghiêm, vừa gần gũi.",https://tuoitre.vn/co-gi-dac-biet-o-bo-tem-ky-niem-80-nam-quoc-khanh-2-9-20250826173728576.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Có gì đặc biệt ở bộ tem kỷ niệm 80 năm Quốc khánh 2-9? Mẫu tem thể hiện hình tượng Chủ tịch Hồ Chí Minh, người khai sinh ra nước Việt Nam Dân chủ cộng hòa, được khắc họa bằng phong cách nghệ thuật đồ họa hiện đại, vừa trang nghiêm, vừa gần gũi.",REAL
Phóng viên tác nghiệp tại Lễ kỷ niệm 80 năm Quốc khánh đông nhất từ trước tới nay,Chiều 26-8 Ban Chỉ đạo Trung ương kỷ niệm các ngày lễ lớn và sự kiện lịch sử quan trọng của đất nước trong 3 năm (2023-2025) đã khai trương Trung tâm Báo chí Lễ kỷ niệm 80 năm Ngày Quốc khánh nước Cộng hòa xã hội chủ nghĩa Việt Nam.,https://tuoitre.vn/phong-vien-tac-nghiep-tai-le-ky-niem-80-nam-quoc-khanh-dong-nhat-tu-truoc-toi-nay-20250826162759553.htm,,https://tuoitre.vn/rss/van-hoa.rss,Phóng viên tác nghiệp tại Lễ kỷ niệm 80 năm Quốc khánh đông nhất từ trước tới nay Chiều 26-8 Ban Chỉ đạo Trung ương kỷ niệm các ngày lễ lớn và sự kiện lịch sử quan trọng của đất nước trong 3 năm (2023-2025) đã khai trương Trung tâm Báo chí Lễ kỷ niệm 80 năm Ngày Quốc khánh nước Cộng hòa xã hội chủ nghĩa Việt Nam.,REAL
Giá trị lịch sử của di tích Trường Lũy ở miền Trung,Các nhà khoa học đề nghị tỉnh Gia Lai và các cơ quan chức năng cấp bách hoàn thiện hồ sơ khoa học để đề nghị xếp hạng Trường Lũy Gia Lai là di tích cấp quốc gia.,https://tuoitre.vn/gia-tri-lich-su-cua-di-tich-truong-luy-o-mien-trung-20250826161830798.htm,,https://tuoitre.vn/rss/van-hoa.rss,Giá trị lịch sử của di tích Trường Lũy ở miền Trung Các nhà khoa học đề nghị tỉnh Gia Lai và các cơ quan chức năng cấp bách hoàn thiện hồ sơ khoa học để đề nghị xếp hạng Trường Lũy Gia Lai là di tích cấp quốc gia.,REAL
Tiểu thuyết lãng mạn giả tưởng lấy cảm hứng từ Harry Potter phát hành 750.000 bản,"Một thế hệ lớn lên cùng Harry Potter và Twilight đang thể hiện sự yêu thích đặc biệt với thể loại tiểu thuyết lãng mạn giả tưởng, ma thuật và những mối tình nồng nhiệt, thậm chí táo bạo.",https://tuoitre.vn/tieu-thuyet-lang-man-gia-tuong-lay-cam-hung-tu-harry-potter-phat-hanh-750-000-ban-20250825205836579.htm,,https://tuoitre.vn/rss/van-hoa.rss,"Tiểu thuyết lãng mạn giả tưởng lấy cảm hứng từ Harry Potter phát hành 750.000 bản Một thế hệ lớn lên cùng Harry Potter và Twilight đang thể hiện sự yêu thích đặc biệt với thể loại tiểu thuyết lãng mạn giả tưởng, ma thuật và những mối tình nồng nhiệt, thậm chí táo bạo.",REAL
'Ngàn lẻ một' câu chuyện mùa nhập học 2025 tại HUTECH,"Mỗi mùa thu, Trường đại học Công nghệ TP.HCM (HUTECH) lại chào đón hàng nghìn tân sinh viên từ khắp mọi miền đất nước, mang theo những câu chuyện rất riêng - xúc động, truyền cảm hứng và đầy nghị lực.",https://tuoitre.vn/ngan-le-mot-cau-chuyen-mua-nhap-hoc-2025-tai-hutech-20250830155920275.htm,,https://tuoitre.vn/rss/giao-duc.rss,"'Ngàn lẻ một' câu chuyện mùa nhập học 2025 tại HUTECH Mỗi mùa thu, Trường đại học Công nghệ TP.HCM (HUTECH) lại chào đón hàng nghìn tân sinh viên từ khắp mọi miền đất nước, mang theo những câu chuyện rất riêng - xúc động, truyền cảm hứng và đầy nghị lực.",REAL
"Sinh viên khoa học, công nghệ được vay vốn ưu đãi đến 500 triệu, lãi suất chỉ 4,8%","Sinh viên, học viên và nghiên cứu sinh có cơ hội vay vốn ưu đãi với lãi suất 4,8%/năm để trang trải học phí, sinh hoạt phí và chi phí học tập theo quy định mới của Chính phủ.",https://tuoitre.vn/sinh-vien-khoa-hoc-cong-nghe-duoc-vay-von-uu-dai-den-500-trieu-lai-suat-chi-48-20250831132755595.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Sinh viên khoa học, công nghệ được vay vốn ưu đãi đến 500 triệu, lãi suất chỉ 4,8% Sinh viên, học viên và nghiên cứu sinh có cơ hội vay vốn ưu đãi với lãi suất 4,8%/năm để trang trải học phí, sinh hoạt phí và chi phí học tập theo quy định mới của Chính phủ.",REAL
Hơn 1.800 học sinh Đắk Lắk xếp hình bản đồ Việt Nam mừng Quốc khánh,"Hơn 1.800 học sinh Trường tiểu học, THCS và THPT Hoàng Việt (phường Buôn Ma Thuột, tỉnh Đắk Lắk) trong đồng phục, tay cầm cờ đỏ sao vàng đã tạo nên màn xếp hình bản đồ Việt Nam chào mừng Quốc khánh 2-9.",https://tuoitre.vn/hon-1-800-hoc-sinh-dak-lak-xep-hinh-ban-do-viet-nam-mung-quoc-khanh-20250831092049387.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Hơn 1.800 học sinh Đắk Lắk xếp hình bản đồ Việt Nam mừng Quốc khánh Hơn 1.800 học sinh Trường tiểu học, THCS và THPT Hoàng Việt (phường Buôn Ma Thuột, tỉnh Đắk Lắk) trong đồng phục, tay cầm cờ đỏ sao vàng đã tạo nên màn xếp hình bản đồ Việt Nam chào mừng Quốc khánh 2-9.",REAL
"Nhà trường dọn hàng trăm mét khối đất đá sau mưa lũ, chuẩn bị năm học mới","Mưa lũ kéo dài sau cơn bão số 5, hàng trăm mét khối đất đá đổ vào phòng học, sân, cổng trường tiểu học, mầm non ở bản Cha Lung, xã biên giới Tam Thanh, tỉnh Thanh Hóa.",https://tuoitre.vn/nha-truong-don-hang-tram-met-khoi-dat-da-sau-mua-lu-chuan-bi-nam-hoc-moi-2025083108191562.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Nhà trường dọn hàng trăm mét khối đất đá sau mưa lũ, chuẩn bị năm học mới Mưa lũ kéo dài sau cơn bão số 5, hàng trăm mét khối đất đá đổ vào phòng học, sân, cổng trường tiểu học, mầm non ở bản Cha Lung, xã biên giới Tam Thanh, tỉnh Thanh Hóa.",REAL
Một trường tiểu học quốc tế ở Hà Nội tuyển sinh 'chui' hơn 50 học sinh lớp 1,"Dù không được phê duyệt chỉ tiêu lớp 1, Trường tiểu học quốc tế Thăng Long vẫn tuyển sinh, khiến hơn 50 học sinh không có mã số học sinh, không có điểm số trên hệ thống dữ liệu ngành.",https://tuoitre.vn/mot-truong-tieu-hoc-quoc-te-o-ha-noi-tuyen-sinh-chui-hon-50-hoc-sinh-lop-1-20250830211140397.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Một trường tiểu học quốc tế ở Hà Nội tuyển sinh 'chui' hơn 50 học sinh lớp 1 Dù không được phê duyệt chỉ tiêu lớp 1, Trường tiểu học quốc tế Thăng Long vẫn tuyển sinh, khiến hơn 50 học sinh không có mã số học sinh, không có điểm số trên hệ thống dữ liệu ngành.",REAL
Công an TP.HCM xử phạt 2 trường hợp nhờ người thi thay tiếng Anh,Phòng An ninh chính trị nội bộ Công an TP.HCM vừa xử phạt 4 người có hành vi thi thay tại kỳ thi đánh giá năng lực ngoại ngữ 6 bậc tiếng Anh.,https://tuoitre.vn/cong-an-tp-hcm-xu-phat-2-truong-hop-nho-nguoi-thi-thay-tieng-anh-20250830194147899.htm,,https://tuoitre.vn/rss/giao-duc.rss,Công an TP.HCM xử phạt 2 trường hợp nhờ người thi thay tiếng Anh Phòng An ninh chính trị nội bộ Công an TP.HCM vừa xử phạt 4 người có hành vi thi thay tại kỳ thi đánh giá năng lực ngoại ngữ 6 bậc tiếng Anh.,REAL
Bộ Giáo dục và Đào tạo gia hạn thời gian xác nhận nhập học thêm 3 ngày,Bộ Giáo dục và Đào tạo vừa công bố gia hạn thời gian mở hệ thống hỗ trợ tuyển sinh chung của bộ để thí sinh xác nhận nhập học.,https://tuoitre.vn/bo-giao-duc-va-dao-tao-gia-han-thoi-gian-xac-nhan-nhap-hoc-them-3-ngay-20250830155306604.htm,,https://tuoitre.vn/rss/giao-duc.rss,Bộ Giáo dục và Đào tạo gia hạn thời gian xác nhận nhập học thêm 3 ngày Bộ Giáo dục và Đào tạo vừa công bố gia hạn thời gian mở hệ thống hỗ trợ tuyển sinh chung của bộ để thí sinh xác nhận nhập học.,REAL
Cô học trò khuyết tật nhận học bổng toàn phần của Đại học Duy Tân,Nguyễn Thị Minh Thùy mắc căn bệnh viêm não Nhật Bản với di chứng liệt gần nửa cơ thể tưởng chừng như không thể tiếp tục đi học.,https://tuoitre.vn/co-hoc-tro-khuyet-tat-nhan-hoc-bong-toan-phancua-dai-hoc-duy-tan-20250830145217208.htm,,https://tuoitre.vn/rss/giao-duc.rss,Cô học trò khuyết tật nhận học bổng toàn phần của Đại học Duy Tân Nguyễn Thị Minh Thùy mắc căn bệnh viêm não Nhật Bản với di chứng liệt gần nửa cơ thể tưởng chừng như không thể tiếp tục đi học.,REAL
Trường đại học Kinh tế - Đại học Đà Nẵng: 50 năm đào tạo nhân lực chất lượng cao,"Sáng 30-8, Trường đại học Kinh tế - Đại học Đà Nẵng tổ chức lễ kỷ niệm 50 năm xây dựng và phát triển (1975-2025),",https://tuoitre.vn/truong-dai-hoc-kinh-te-dai-hoc-da-nang-50-nam-dao-tao-nhan-luc-chat-luong-cao-20250830121130931.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Trường đại học Kinh tế - Đại học Đà Nẵng: 50 năm đào tạo nhân lực chất lượng cao Sáng 30-8, Trường đại học Kinh tế - Đại học Đà Nẵng tổ chức lễ kỷ niệm 50 năm xây dựng và phát triển (1975-2025),",REAL
"Trường đại học ở TP.HCM sai sót khiến hàng chục thí sinh đậu thành rớt, rớt thành đậu","Sau khi rà soát dữ liệu, Trường đại học Tài chính - Marketing phát hiện sai sót dẫn đến hàng chục thí sinh đậu thành rớt, rớt thành đậu.",https://tuoitre.vn/truong-dai-hoc-o-tp-hcm-sai-sot-khien-hang-chuc-thi-sinh-dau-thanh-rot-rot-thanh-dau-20250830100154045.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Trường đại học ở TP.HCM sai sót khiến hàng chục thí sinh đậu thành rớt, rớt thành đậu Sau khi rà soát dữ liệu, Trường đại học Tài chính - Marketing phát hiện sai sót dẫn đến hàng chục thí sinh đậu thành rớt, rớt thành đậu.",REAL
Thêm 2 trường đại học lì xì cho sinh viên vui Tết Độc lập,"Sau khi Trường đại học Thái Bình Dương quyết định tặng 100.000 đồng cho toàn thể sinh viên, có thêm hai trường đại học ở TP.HCM cũng lì xì.",https://tuoitre.vn/them-2-truong-dai-hoc-li-xi-cho-sinh-vien-vui-tet-doc-lap-20250830081807309.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Thêm 2 trường đại học lì xì cho sinh viên vui Tết Độc lập Sau khi Trường đại học Thái Bình Dương quyết định tặng 100.000 đồng cho toàn thể sinh viên, có thêm hai trường đại học ở TP.HCM cũng lì xì.",REAL
"Giáo viên 'kêu' 2 tháng chưa nhận lương, lãnh đạo phường nói gì?",Nhiều giáo viên ở phường Bình Kiến (tỉnh Đắk Lắk) phản ánh đến đường dây nóng Tuổi Trẻ Online về việc bị chậm lương suốt 2 tháng nay.,https://tuoitre.vn/giao-vien-keu-2-thang-chua-nhan-luong-lanh-dao-phuong-noi-gi-20250829175137678.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Giáo viên 'kêu' 2 tháng chưa nhận lương, lãnh đạo phường nói gì? Nhiều giáo viên ở phường Bình Kiến (tỉnh Đắk Lắk) phản ánh đến đường dây nóng Tuổi Trẻ Online về việc bị chậm lương suốt 2 tháng nay.",REAL
79 giáo viên mầm non được đào tạo thêm 1 năm về âm nhạc để 'nuôi dưỡng cảm xúc' cho trẻ,"Hơn 1 năm qua, 79 giáo viên mầm non của hệ thống Trường Pathway Tuệ Đức đã được các chuyên gia âm nhạc đào tạo.",https://tuoitre.vn/79-giao-vien-mam-non-duoc-dao-tao-them-1-nam-ve-am-nhac-de-nuoi-duong-cam-xuc-cho-tre-20250829171031675.htm,,https://tuoitre.vn/rss/giao-duc.rss,"79 giáo viên mầm non được đào tạo thêm 1 năm về âm nhạc để 'nuôi dưỡng cảm xúc' cho trẻ Hơn 1 năm qua, 79 giáo viên mầm non của hệ thống Trường Pathway Tuệ Đức đã được các chuyên gia âm nhạc đào tạo.",REAL
"Thí sinh trúng tuyển ‘kẹt’ giữa 2 trường, không thể nhập học được","Sau khi Trường đại học Ngân hàng TP.HCM thông báo bổ sung danh sách trúng tuyển do lỗi kỹ thuật, nhiều thí sinh rơi vào tình huống ""tiến thoái lưỡng nan"" vì đã xác nhận nhập học ở trường khác theo hệ thống của Bộ Giáo dục và Đào tạo.",https://tuoitre.vn/thi-sinh-trung-tuyen-ket-giua-2-truong-khong-the-nhap-hoc-duoc-20250829161804075.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Thí sinh trúng tuyển ‘kẹt’ giữa 2 trường, không thể nhập học được Sau khi Trường đại học Ngân hàng TP.HCM thông báo bổ sung danh sách trúng tuyển do lỗi kỹ thuật, nhiều thí sinh rơi vào tình huống ""tiến thoái lưỡng nan"" vì đã xác nhận nhập học ở trường khác theo hệ thống của Bộ Giáo dục và Đào tạo.",REAL
Xã Củ Chi khánh thành Trường tiểu học Tân Thông Hội chào mừng 80 năm Quốc khánh,Xã Củ Chi - xã có dân số đông nhất trong 7 xã sau sáp nhập tại huyện Củ Chi cũ - đã khánh thành Trường tiểu học Tân Thông Hội vào sáng 29-8.,https://tuoitre.vn/xa-cu-chi-khanh-thanh-truong-tieu-hoc-tan-thong-hoi-chao-mung-80-nam-quoc-khanh-20250829150727843.htm,,https://tuoitre.vn/rss/giao-duc.rss,Xã Củ Chi khánh thành Trường tiểu học Tân Thông Hội chào mừng 80 năm Quốc khánh Xã Củ Chi - xã có dân số đông nhất trong 7 xã sau sáp nhập tại huyện Củ Chi cũ - đã khánh thành Trường tiểu học Tân Thông Hội vào sáng 29-8.,REAL
"Vì sao thí sinh thi 28,1 điểm bị rớt, người 26,25 lại đậu đại học?","Chỉ tính riêng ngành y khoa ở Trường đại học Y Hà Nội và Trường đại học Y Dược TP.HCM, số thí sinh được cộng điểm chiếm số lượng áp đảo, nhiều thí sinh có tổng điểm vượt 30.",https://tuoitre.vn/vi-sao-thi-sinh-thi-28-1-diem-bi-rot-nguoi-26-25-lai-dau-dai-hoc-20250829123406436.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Vì sao thí sinh thi 28,1 điểm bị rớt, người 26,25 lại đậu đại học? Chỉ tính riêng ngành y khoa ở Trường đại học Y Hà Nội và Trường đại học Y Dược TP.HCM, số thí sinh được cộng điểm chiếm số lượng áp đảo, nhiều thí sinh có tổng điểm vượt 30.",REAL
Không xác nhận nhập học trên hệ thống trước 17h ngày 30-8 sẽ bị hủy kết quả trúng tuyển,"Thí sinh trúng tuyển đại học cần phải xác nhận nhập học trên hệ thống xét tuyển chung của Bộ Giáo dục và Đào tạo trong thời hạn quy định, nếu không sẽ bị hủy kết quả.",https://tuoitre.vn/khong-xac-nhan-nhap-hoc-tren-he-thong-truoc-17h-ngay-30-8-se-bi-huy-ket-qua-trung-tuyen-20250829113132143.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Không xác nhận nhập học trên hệ thống trước 17h ngày 30-8 sẽ bị hủy kết quả trúng tuyển Thí sinh trúng tuyển đại học cần phải xác nhận nhập học trên hệ thống xét tuyển chung của Bộ Giáo dục và Đào tạo trong thời hạn quy định, nếu không sẽ bị hủy kết quả.",REAL
Để mùa thi sau tốt hơn,"Kỳ tuyển sinh 2025 khép lại với nhiều nghịch lý: điểm chuẩn 29 - 30 lan rộng, có em dư điểm vẫn rớt, hệ thống tra cứu - lọc ảo trục trặc.",https://tuoitre.vn/de-mua-thi-sau-tot-hon-20250829084313848.htm,,https://tuoitre.vn/rss/giao-duc.rss,"Để mùa thi sau tốt hơn Kỳ tuyển sinh 2025 khép lại với nhiều nghịch lý: điểm chuẩn 29 - 30 lan rộng, có em dư điểm vẫn rớt, hệ thống tra cứu - lọc ảo trục trặc.",REAL
